passage_id,chapter,section,subsection,formal_section,page,text,text_clean,word_count,cluster,cluster_name,x,y,neighbor_1,neighbor_2,neighbor_3,neighbor_4,neighbor_5
p0663,Part 10: Majors and Courses,Chinese as Second Language Courses,Prerequisite(s): CHINESE 402A,Chinese as Second Language Courses,241,"Chinese appropriate to the purpose, occasion, and audience. You will also learn and apply the basics of public speaking: speech study, audience analysis, outlining, organizational skills, word choice, and presentation. Furthermore through discussing contemporary issues, you will build your command of vocabulary relevant to these important social topics and issues. This course is for the students whose Chinese language level reaches at least an Advanced -Low level as defined by ACTFL’s Proficiency Guidelines for Speaking. Prerequisite(s): CHINESE 402B or equivalent CHINESE 410B Public Speaking in Chinese (2 credits) Public Speaking in Chinese is designed to improve your advanced communication skills in Chinese. It is a performance-based course, with the primary emphasis on practical experience in developing speaking and listening abilities in Chinese to enable you to communicate orally in clear, coherent Chinese appropriate to the purpose, occasion, and audience. You will also learn and apply the basics of publi c speaking: speech study, audience analysis, outlining, organizational skills, word choice, and presentation. Furthermore through discussing contemporary issues, you will build your command of vocabulary relevant to these important social topics and issues. This course is for","Chinese appropriate to the purpose, occasion, and audience. You will also learn and apply the basics of public speaking: speech study, audience analysis, outlining, organizational skills, word choice, and presentation. Furthermore through discussing contemporary issues, you will build your command of vocabulary relevant to these important social topics and issues. This course is for the students whose Chinese language level reaches at least an Advanced -Low level as defined by ACTFL’s Proficiency Guidelines for Speaking. Prerequisite(s): CHINESE 402B or equivalent CHINESE 410B Public Speaking in Chinese (2 credits) Public Speaking in Chinese is designed to improve your advanced communication skills in Chinese. It is a performance-based course, with the primary emphasis on practical experience in developing speaking and listening abilities in Chinese to enable you to communicate orally in clear, coherent Chinese appropriate to the purpose, occasion, and audience. You will also learn and apply the basics of publi c speaking: speech study, audience analysis, outlining, organizational skills, word choice, and presentation. Furthermore through discussing contemporary issues, you will build your command of vocabulary relevant to these important social topics and issues. This course is for",186,6,Language & Academic Communication,3.2753646,-1.4862529,p0662,p0650,p0664,p0655,p0665
p0664,Part 10: Majors and Courses,Chinese as Second Language Courses,Prerequisite(s): CHINESE 402A,Chinese as Second Language Courses,241,the students whose Chinese language level reaches at least an Advanced -Low level as defined by ACTFL’s Proficiency Guidelines for Speaking. Prerequisite(s): CHINESE 410A or equivalent,the students whose Chinese language level reaches at least an Advanced -Low level as defined by ACTFL’s Proficiency Guidelines for Speaking. Prerequisite(s): CHINESE 410A or equivalent,26,6,Language & Academic Communication,3.1396327,-1.3298436,p0650,p0661,p0662,p0646,p0655
p0665,Part 10: Majors and Courses,Chinese as Second Language Courses,Prerequisite(s): CHINESE 402A,Chinese as Second Language Courses,242,"CHINESE 411 Professional Networking in China (2 credits) This performance -oriented course introduces key concepts and practices in networking within Chinese professional contexts to learners of Chinese as a Second Language. Through critical analysis and enactment of observable model behaviors, students develop awareness and basic skills necessary in building effective personal and professional relationship in China. By constantly engaging in a domain -specific online community, students will start to (1)build real -life connections with native Chinese speakers who share their interests in a particular academic or professional domain and (2) acquire learning strategies to exploited authentic Chinese resources and opportunities to sustain Chinese learning as a self-managed learner. Prerequisite(s): CHINESE 402B or equivalent CHINESE 412 Chinese Across the Curriculum: Independent Research (2 credits) This course aims to train advanced Chinese learners in developing independent research projects on current issues and allow students to put their knowledge and skills to use in Chinese speaking contexts. Learners will choose their own research topics and learning materials, such as news reports, editorials, research papers, books, and documentaries. The materials must be authentic pieces produced for native Chinese speakers, and learners will work with the instructor to interpret","CHINESE 411 Professional Networking in China (2 credits) This performance -oriented course introduces key concepts and practices in networking within Chinese professional contexts to learners of Chinese as a Second Language. Through critical analysis and enactment of observable model behaviors, students develop awareness and basic skills necessary in building effective personal and professional relationship in China. By constantly engaging in a domain -specific online community, students will start to (1)build real -life connections with native Chinese speakers who share their interests in a particular academic or professional domain and (2) acquire learning strategies to exploited authentic Chinese resources and opportunities to sustain Chinese learning as a self-managed learner. Prerequisite(s): CHINESE 402B or equivalent CHINESE 412 Chinese Across the Curriculum: Independent Research (2 credits) This course aims to train advanced Chinese learners in developing independent research projects on current issues and allow students to put their knowledge and skills to use in Chinese speaking contexts. Learners will choose their own research topics and learning materials, such as news reports, editorials, research papers, books, and documentaries. The materials must be authentic pieces produced for native Chinese speakers, and learners will work with the instructor to interpret",194,6,Language & Academic Communication,3.2531857,-1.4909081,p0658,p0654,p0655,p0653,p0657
p0666,Part 10: Majors and Courses,Chinese as Second Language Courses,Prerequisite(s): CHINESE 402A,Chinese as Second Language Courses,242,"and digest the texts and multimedia materials. By the end of the course, learners are expected to develop a structure of knowledge and an ability to exchange ideas with native Chinese speakers in their chosen domains. Prerequisite(s): CHINESE 402B or equivalent CHINESE 491 Independent Study in Chinese (4 credits) This independent study course, offered by the Language and Culture Center through the Language Learning Studio, gives students an opportunity to build advanced Chinese skills in areas for which regular courses are not offered at Duke Kunshan University. In this course students will work with one of the Chinese language faculty members in the Language Learning Studio to design a language learning plan, and will then work with that faculty member to carry it out for one term. Students may repeat independent study courses. Prerequisite(s): CHINESE 402B or equivalent","and digest the texts and multimedia materials. By the end of the course, learners are expected to develop a structure of knowledge and an ability to exchange ideas with native Chinese speakers in their chosen domains. Prerequisite(s): CHINESE 402B or equivalent CHINESE 491 Independent Study in Chinese (4 credits) This independent study course, offered by the Language and Culture Center through the Language Learning Studio, gives students an opportunity to build advanced Chinese skills in areas for which regular courses are not offered at Duke Kunshan University. In this course students will work with one of the Chinese language faculty members in the Language Learning Studio to design a language learning plan, and will then work with that faculty member to carry it out for one term. Students may repeat independent study courses. Prerequisite(s): CHINESE 402B or equivalent",138,6,Language & Academic Communication,3.3546026,-0.9737841,p0036,p1062,p0665,p0655,p0034
p0667,Part 10: Majors and Courses,Chinese as Second Language Courses,Prerequisite(s): CHINESE 402A,Chinese as Second Language Courses,243,"Courses with Course Subject: Chinese Society and Culture (CHSC) These credits cannot be counted toward the 136 credit requirement, but they may be counted toward the additional credit requirements for students from the Chinese mainland, Hong Kong, Macau, and Taiwan. (See section on Credits Required for Degrees in Part 3.) CHSC 101 Chinese Humanistic Spirit and Institutions (6 credits) This course explores the humanistic spirit inherent in Chinese culture and the forms and changes of historically influential political systems. Topics will be closely linked to two aspects of the humanistic spirit and social institutions. On the one hand, it allows students to understand the philosophical spirit and moral reasoning characteristic of Chinese culture, as well as the Chinese political system along with its changes. On the other hand, it enables students to appreciate the intrinsic spirit of Chinese culture featuring introspection, learning, tolerance and constant change, therefore revealing the internal spiritual forces for China’s social institution reforms as well as the universality and uniqueness of contemporary China’s social, political and legal institutions. This course requires class attendance and a final exam (4 credits), as well as a 5000-word social practice","Courses with Course Subject: Chinese Society and Culture (CHSC) These credits cannot be counted toward the 136 credit requirement, but they may be counted toward the additional credit requirements for students from the Chinese mainland, Hong Kong, Macau, and Taiwan. (See section on Credits Required for Degrees in Part 3.) CHSC 101 Chinese Humanistic Spirit and Institutions (6 credits) This course explores the humanistic spirit inherent in Chinese culture and the forms and changes of historically influential political systems. Topics will be closely linked to two aspects of the humanistic spirit and social institutions. On the one hand, it allows students to understand the philosophical spirit and moral reasoning characteristic of Chinese culture, as well as the Chinese political system along with its changes. On the other hand, it enables students to appreciate the intrinsic spirit of Chinese culture featuring introspection, learning, tolerance and constant change, therefore revealing the internal spiritual forces for China’s social institution reforms as well as the universality and uniqueness of contemporary China’s social, political and legal institutions. This course requires class attendance and a final exam (4 credits), as well as a 5000-word social practice",190,6,Language & Academic Communication,8.22122,-1.1064909,p0668,p0798,p0654,p0436,p0671
p0668,Part 10: Majors and Courses,Chinese as Second Language Courses,Prerequisite(s): CHINESE 402A,Chinese as Second Language Courses,243,"report in Chinese (2 credits). Note that this is a c ompulsory course for all Chinese mainland and HMT students. CHSC 102 Social Changes in China (6 credits) This course reviews the history in which how China, as an ancient civilization, has revived from the fallen state in modern times to a mighty power in today’s world, helping students to understand and perceive Chinese society along with its changing trends with longer -term vision, the connotation of the Chinese national spirit, and the reason why today's China cherishes independence while vigorously promoting opening up. This course requires class attendance and participation in discussion (4 credits), as well as a 7000-word themed paper (2 credits) in Chinese. Note that this is a compulsory course for all Chinese mainland and HMT students. CHSC 103 Selected Readings of Chinese Classics (2 credits) This course introduces a series of readings of Chinese classics, including the Four Books that illustrate the core value and belief system of Confucianism, Taoist classics of Lao Tzu and Chuang Tzu, Zen class ic of the Sixth Patriarch (Liuzu tanjing), and Sun Tzu's The Art of War. Selected","report in Chinese (2 credits). Note that this is a c ompulsory course for all Chinese mainland and HMT students. CHSC 102 Social Changes in China (6 credits) This course reviews the history in which how China, as an ancient civilization, has revived from the fallen state in modern times to a mighty power in today’s world, helping students to understand and perceive Chinese society along with its changing trends with longer -term vision, the connotation of the Chinese national spirit, and the reason why today's China cherishes independence while vigorously promoting opening up. This course requires class attendance and participation in discussion (4 credits), as well as a 7000-word themed paper (2 credits) in Chinese. Note that this is a compulsory course for all Chinese mainland and HMT students. CHSC 103 Selected Readings of Chinese Classics (2 credits) This course introduces a series of readings of Chinese classics, including the Four Books that illustrate the core value and belief system of Confucianism, Taoist classics of Lao Tzu and Chuang Tzu, Zen class ic of the Sixth Patriarch (Liuzu tanjing), and Sun Tzu's The Art of War. Selected",188,1,"China, History & Society",8.298999,-1.1672747,p0671,p0667,p0798,p0436,p0660
p0669,Part 10: Majors and Courses,Chinese as Second Language Courses,Prerequisite(s): CHINESE 402A,Chinese as Second Language Courses,243,"chapters will be covered by combining the readings with the challenges faced by people today, with an emphasis on uncovering the enduring spirit in the books that transcends time. Note that this is an elective course offered for HMT students who need to take extra CHSC courses to replace the military training credits.","chapters will be covered by combining the readings with the challenges faced by people today, with an emphasis on uncovering the enduring spirit in the books that transcends time. Note that this is an elective course offered for HMT students who need to take extra CHSC courses to replace the military training credits.",53,5,"Arts, Media & Culture",8.248884,-1.138244,p0668,p0670,p0029,p0925,p0598
p0670,Part 10: Majors and Courses,Chinese as Second Language Courses,Prerequisite(s): CHINESE 402A,Chinese as Second Language Courses,244,"CHSC 104 Trends and Policies (2 credits) This course mainly consists of a series of 8 lectures on domestic a nd global challenges and issues, as well as the latest developing trends and policies. Students are required to attend 8 lectures from a defined list of lecture series. Students will earn 2 credits after they complete this requirement. The course will be g raded on CR/NC basis. Note that this is a compulsory course for all Chinese mainland and HMT students. CHSC 105 An Introduction to the Basic Principles of Marxism (2 credits) This course is a compulsory course for for all Chinese mainland and HMT students . The course content covers the organically unified basic components of Marxist philosophy, Marxist political economy, and scientific socialism, including: introduction, the materiality and laws of development of the world, the nature and laws of developmen t of knowledge, human society and its laws of development, the nature and laws of capitalism, the development and trends of capitalism, the development and laws of socialism, communism and its ultimate realization. Focusing on both the","CHSC 104 Trends and Policies (2 credits) This course mainly consists of a series of 8 lectures on domestic a nd global challenges and issues, as well as the latest developing trends and policies. Students are required to attend 8 lectures from a defined list of lecture series. Students will earn 2 credits after they complete this requirement. The course will be g raded on CR/NC basis. Note that this is a compulsory course for all Chinese mainland and HMT students. CHSC 105 An Introduction to the Basic Principles of Marxism (2 credits) This course is a compulsory course for for all Chinese mainland and HMT students . The course content covers the organically unified basic components of Marxist philosophy, Marxist political economy, and scientific socialism, including: introduction, the materiality and laws of development of the world, the nature and laws of developmen t of knowledge, human society and its laws of development, the nature and laws of capitalism, the development and trends of capitalism, the development and laws of socialism, communism and its ultimate realization. Focusing on both the",180,1,"China, History & Society",8.30967,-1.091453,p0668,p0667,p0768,p0965,p0822
p0671,Part 10: Majors and Courses,Chinese as Second Language Courses,Prerequisite(s): CHINESE 402A,Chinese as Second Language Courses,244,"overall picture and key points, a combination of rigorous logic and vivid expression, a unity of theories and methods are some of the basic characteristics of this course. CHSC 106 Appreciation of World Chinese Literature Classics (2 credits) Appreciation of World Chinese Literature Classics is a course that explores the beauty of world Chinese literature and the general rules of people's feelings about its beauty. On the one hand, this course starts with the basic concepts and logical structure of the world Chinese literature classics, and explores their significance in the generation of the language style and discourse system of the world Chinese literature in the 20th century; on the other hand, it illustrates the types, characteristics and effect on its unique contributi on to the aesthetic construction and artistic presentation of Chinese literature, revealing its status and influence in the history of world literature. CHSC 107 An Introduction to Chinese Culture (2 credits) Learning Chinese culture is like drinking sweet tea: you will taste the wisdom of philosophy and culture, the depth of political culture, the profoundness of academic culture, the elegance of","overall picture and key points, a combination of rigorous logic and vivid expression, a unity of theories and methods are some of the basic characteristics of this course. CHSC 106 Appreciation of World Chinese Literature Classics (2 credits) Appreciation of World Chinese Literature Classics is a course that explores the beauty of world Chinese literature and the general rules of people's feelings about its beauty. On the one hand, this course starts with the basic concepts and logical structure of the world Chinese literature classics, and explores their significance in the generation of the language style and discourse system of the world Chinese literature in the 20th century; on the other hand, it illustrates the types, characteristics and effect on its unique contributi on to the aesthetic construction and artistic presentation of Chinese literature, revealing its status and influence in the history of world literature. CHSC 107 An Introduction to Chinese Culture (2 credits) Learning Chinese culture is like drinking sweet tea: you will taste the wisdom of philosophy and culture, the depth of political culture, the profoundness of academic culture, the elegance of",184,1,"China, History & Society",8.119111,-1.0232918,p0668,p0798,p0660,p0653,p0777
p0672,Part 10: Majors and Courses,Chinese as Second Language Courses,Prerequisite(s): CHINESE 402A,Chinese as Second Language Courses,244,"aesthetic culture, the freshness of folk culture, the weight of science and technology and the dazzling array of utensils culture. There is a huge space for interpretation between modern MOOC and traditional culture: you will appreciate the spiritual charm of Chinese culture, and finally get the nourishment of personality self -shaping, the wisdom of life journey an d the oasis of spiritual habitation.","aesthetic culture, the freshness of folk culture, the weight of science and technology and the dazzling array of utensils culture. There is a huge space for interpretation between modern MOOC and traditional culture: you will appreciate the spiritual charm of Chinese culture, and finally get the nourishment of personality self -shaping, the wisdom of life journey an d the oasis of spiritual habitation.",63,5,"Arts, Media & Culture",7.5151153,-0.9235271,p1027,p0892,p0904,p0777,p0671
p0673,Part 10: Majors and Courses,Courses with Course Subject: Computer Design (COMPDSGN),Unknown,Part 10: Majors and Courses,245,COMPDSGN 490 Senior Seminar (4 credits) This seminar is a core component of the interdisciplinary major in Computation and Design. Students will apply to interdi sciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re -connect with the broader community of faculty and students in their major and further develop their capacities to translate between th eir areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all seniors in the major. Other students may enroll with the permission of the instructor.,COMPDSGN 490 Senior Seminar (4 credits) This seminar is a core component of the interdisciplinary major in Computation and Design. Students will apply to interdi sciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re -connect with the broader community of faculty and students in their major and further develop their capacities to translate between th eir areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all seniors in the major. Other students may enroll with the permission of the instructor.,125,7,"Math, Data & Computing",5.693044,2.117497,p1069,p1068,p0707,p0838,p0708
p0674,Part 10: Majors and Courses,Courses with Course Subject: Computer Science (COMPSCI),Unknown,Part 10: Majors and Courses,245,"COMPSCI 20 Computer Science Principles (4 credits) Credit for Advanced Placement on the basis of the College Board Examination in Computer Science Principles. COMPSCI 101 Introduction to Computer Science (4 credits) As an introductory course for computer science, this course will bring you not only the fundamental knowledge on a variety of CS topics, but also the essential computational problem -solving skills with hands on programming experience. Successfully completing this course will serve a solid foundation for other courses in the computer science or data science major. It c an also bring new concepts and tools to other domains in social science, arts humanities and natural science. This course is an elective course open to everyone, and no specific prerequisite required. Prerequisite(s): None. Not open to students who have credit for STATS 102. COMPSCI 201 Introduction to Programming and Data Structures (4 credits) This course covers data and representations, functions, conditions, loops, strings, lists, sets, maps, hash tables, trees, stacks, graphs, object -oriented progr amming, programming interface and software engineering. While no previous knowledge is required, some background is advantageous.","COMPSCI 20 Computer Science Principles (4 credits) Credit for Advanced Placement on the basis of the College Board Examination in Computer Science Principles. COMPSCI 101 Introduction to Computer Science (4 credits) As an introductory course for computer science, this course will bring you not only the fundamental knowledge on a variety of CS topics, but also the essential computational problem -solving skills with hands on programming experience. Successfully completing this course will serve a solid foundation for other courses in the computer science or data science major. It c an also bring new concepts and tools to other domains in social science, arts humanities and natural science. This course is an elective course open to everyone, and no specific prerequisite required. Prerequisite(s): None. Not open to students who have credit for STATS 102. COMPSCI 201 Introduction to Programming and Data Structures (4 credits) This course covers data and representations, functions, conditions, loops, strings, lists, sets, maps, hash tables, trees, stacks, graphs, object -oriented progr amming, programming interface and software engineering. While no previous knowledge is required, some background is advantageous.",180,7,"Math, Data & Computing",6.6030145,4.466497,p0295,p0322,p0289,p0677,p0682
p0675,Part 10: Majors and Courses,Courses with Course Subject: Computer Science (COMPSCI),Prerequisite(s): None,Part 10: Majors and Courses,246,"COMPSCI 203 Discrete Math for Computer Science (4 credits) This course focuses on the following: ma thematical notations, logic, and proof; linear and matrix algebra; graphs, digraphs, trees, representations, and algorithms; counting, permutations, combinations, discrete probability, Markov models; advanced topics from algebraic structures, geometric structures, combinatorial optimization, and number theory. Pre/Co-requisite(s): COMPSCI 201 or MATH 202","COMPSCI 203 Discrete Math for Computer Science (4 credits) This course focuses on the following: ma thematical notations, logic, and proof; linear and matrix algebra; graphs, digraphs, trees, representations, and algorithms; counting, permutations, combinations, discrete probability, Markov models; advanced topics from algebraic structures, geometric structures, combinatorial optimization, and number theory. Pre/Co-requisite(s): COMPSCI 201 or MATH 202",56,7,"Math, Data & Computing",6.754215,4.792076,p0674,p0679,p0878,p0682,p0291
p0676,Part 10: Majors and Courses,Courses with Course Subject: Computer Science (COMPSCI),COMPSCI 204 Introduction to Artificial Intelligence,Part 10: Majors and Courses,246,"This course covers the algorithms and representations used in artificial intelligence. It provides an introduction to and implementation of algorithms for search, planning, decision, theory, logic, Bayesian networks, robotics and machine learning.","This course covers the algorithms and representations used in artificial intelligence. It provides an introduction to and implementation of algorithms for search, planning, decision, theory, logic, Bayesian networks, robotics and machine learning.",32,7,"Math, Data & Computing",6.264317,4.8525653,p0685,p0293,p0323,p0379,p0681
p0677,Part 10: Majors and Courses,Courses with Course Subject: Computer Science (COMPSCI),Prerequisite(s): COMPSCI 201,Part 10: Majors and Courses,246,"COMPSCI 205 Computer Organization and Programming (4 credits) This course focuses on the following: computer structure, assembly language, instruction execution, addressing techniques, and digital representation of data. Computer system organization, logic design, microprogramming, cache and memory systems, and input/output interfa ces are also central.","COMPSCI 205 Computer Organization and Programming (4 credits) This course focuses on the following: computer structure, assembly language, instruction execution, addressing techniques, and digital representation of data. Computer system organization, logic design, microprogramming, cache and memory systems, and input/output interfa ces are also central.",44,7,"Math, Data & Computing",6.465942,4.4811606,p0674,p0682,p0322,p0291,p0295
p0678,Part 10: Majors and Courses,Courses with Course Subject: Computer Science (COMPSCI),Prerequisite(s): COMPSCI 201,Part 10: Majors and Courses,246,"COMPSCI 206 Computational Microeconomics (4 credits) Use of computational techniques to operationalize basic concepts from economics. Expressive marketplaces: combinatorial auctions and exchanges, winner determination problem. Game theory: normal and extensive-form games, equilibrium notions, computing equilibria. Mechanism design: auction theory, automated mechanism design. Prerequisite(s): MATH 101 or 105, and STATS 101 COMPSCI 207 Image Data Science (4 credits) This course introduces the logical structure of digital media and explores computational media manipulation. The course uses the Python programming language to explore media manipulation and transformation. Topics include spatial and temporal resolution, color, texture, filtering, compression and feature detection.","COMPSCI 206 Computational Microeconomics (4 credits) Use of computational techniques to operationalize basic concepts from economics. Expressive marketplaces: combinatorial auctions and exchanges, winner determination problem. Game theory: normal and extensive-form games, equilibrium notions, computing equilibria. Mechanism design: auction theory, automated mechanism design. Prerequisite(s): MATH 101 or 105, and STATS 101 COMPSCI 207 Image Data Science (4 credits) This course introduces the logical structure of digital media and explores computational media manipulation. The course uses the Python programming language to explore media manipulation and transformation. Topics include spatial and temporal resolution, color, texture, filtering, compression and feature detection.",97,7,"Math, Data & Computing",6.222518,4.1876273,p0679,p0898,p0833,p0910,p0680
p0679,Part 10: Majors and Courses,Courses with Course Subject: Computer Science (COMPSCI),Prerequisite(s): COMPSCI 201,Part 10: Majors and Courses,247,"COMPSCI 208 Computer Graphics (4 credits) This course offers an overview and history of computer graphics as well as an introduction to key software technologies and concepts. These include: coordinate systems and geometric transforms; drawing routines, antialiasing, supersampling; 3 D object representation, spatial data structures, constructive solid geometry; hidden -surface-removal algorithms, z-buffer, A-buffer; illumination and shading models, surface details, radiosity; achromatic light, color specification, colorimetry, different color models; graphics pipeline; animation, levels of detail. Prerequisite(s): COMPSCI 201 or INFOSCI 201 or consent of the Instructor COMPSCI 301 Algorithms and Databases (4 credits) This course covers sorting, order statistics, binary search, dynamic programming, greedy algorithms, graph algorithms, minimum spanning trees, shortest paths, SQL, file organization, hashing, sorting, que ry, schema, transaction management, concurrency control, rash recovery, distributed database, and database as a service.","COMPSCI 208 Computer Graphics (4 credits) This course offers an overview and history of computer graphics as well as an introduction to key software technologies and concepts. These include: coordinate systems and geometric transforms; drawing routines, antialiasing, supersampling; 3 D object representation, spatial data structures, constructive solid geometry; hidden -surface-removal algorithms, z-buffer, A-buffer; illumination and shading models, surface details, radiosity; achromatic light, color specification, colorimetry, different color models; graphics pipeline; animation, levels of detail. Prerequisite(s): COMPSCI 201 or INFOSCI 201 or consent of the Instructor COMPSCI 301 Algorithms and Databases (4 credits) This course covers sorting, order statistics, binary search, dynamic programming, greedy algorithms, graph algorithms, minimum spanning trees, shortest paths, SQL, file organization, hashing, sorting, que ry, schema, transaction management, concurrency control, rash recovery, distributed database, and database as a service.",132,7,"Math, Data & Computing",6.374452,4.382542,p0682,p0674,p0291,p0675,p0677
p0680,Part 10: Majors and Courses,Courses with Course Subject: Computer Science (COMPSCI),Prerequisite(s): COMPSCI 201,Part 10: Majors and Courses,247,"COMPSCI 302 Computer Vision (4 credits) This course covers image formation and representation, camera g eometry and calibration, multi - view geometry, stereo, 3D reconstruction from images, motion analysis, image segmentation, and object recognition.","COMPSCI 302 Computer Vision (4 credits) This course covers image formation and representation, camera g eometry and calibration, multi - view geometry, stereo, 3D reconstruction from images, motion analysis, image segmentation, and object recognition.",34,7,"Math, Data & Computing",6.2963686,4.3335166,p0677,p0679,p0681,p0685,p0898
p0681,Part 10: Majors and Courses,Courses with Course Subject: Computer Science (COMPSCI),Prerequisite(s): STATS 302,Part 10: Majors and Courses,247,"COMPSCI 303 Search Engines (4 credits) This course covers Boolean retrieval, dic tionary, index, vector space model, score, query, XML, language model, text classification, clustering, and web search. Prerequisite(s): COMPSCI 201, MATH 205, and MATH 202 COMPSCI 304 Speech Recognition (4 credits) This course covers speech production and perception, feature extraction, template -based recognition, hidden Markov modeling, language model, sub -word units, robu st recognition and applications.","COMPSCI 303 Search Engines (4 credits) This course covers Boolean retrieval, dic tionary, index, vector space model, score, query, XML, language model, text classification, clustering, and web search. Prerequisite(s): COMPSCI 201, MATH 205, and MATH 202 COMPSCI 304 Speech Recognition (4 credits) This course covers speech production and perception, feature extraction, template -based recognition, hidden Markov modeling, language model, sub -word units, robu st recognition and applications.",67,7,"Math, Data & Computing",6.3630652,4.6948276,p0685,p0677,p0675,p0680,p0674
p0682,Part 10: Majors and Courses,Courses with Course Subject: Computer Science (COMPSCI),Prerequisite(s): STATS 302,Part 10: Majors and Courses,248,"COMPSCI 306 Introduction to Operating Systems (4 credits) This course focuses on basic concepts and principles of multiprogrammed operating systems. Topics covered include: processes, interprocess communication, CPU scheduling, mutual exclusion, deadlocks, memory management, I/O devices, file systems, protection mechanisms.. Prerequisite(s): COMPSCI 201; and COMPSCI 205 as the prerequisite or co-requisite COMPSCI 308 Design and Analysis of Algorithms (4 credits) This course focuses on the design and analysis of efficient algorithms including sorting, searching, dynamic pr ogramming, graph algorithms, fast multiplication, and others. It also includes nondeterministic algorithms and computationally hard problems. Prerequisite(s): COMPSCI 201 and COMPSCI 203 COMPSCI 310 Introduction to Databases (4 credits) Databases and relational database management systems. Data modeling, database design theory, data definition and manipulation languages, storaging and indexing techniques, query processing and optimization, concurrency control and recovery, database programming interfaces. Current research issues including XML, web data management, data integration and dissemination, data mining. Hands-on programming projects and a term project.","COMPSCI 306 Introduction to Operating Systems (4 credits) This course focuses on basic concepts and principles of multiprogrammed operating systems. Topics covered include: processes, interprocess communication, CPU scheduling, mutual exclusion, deadlocks, memory management, I/O devices, file systems, protection mechanisms.. Prerequisite(s): COMPSCI 201; and COMPSCI 205 as the prerequisite or co-requisite COMPSCI 308 Design and Analysis of Algorithms (4 credits) This course focuses on the design and analysis of efficient algorithms including sorting, searching, dynamic pr ogramming, graph algorithms, fast multiplication, and others. It also includes nondeterministic algorithms and computationally hard problems. Prerequisite(s): COMPSCI 201 and COMPSCI 203 COMPSCI 310 Introduction to Databases (4 credits) Databases and relational database management systems. Data modeling, database design theory, data definition and manipulation languages, storaging and indexing techniques, query processing and optimization, concurrency control and recovery, database programming interfaces. Current research issues including XML, web data management, data integration and dissemination, data mining. Hands-on programming projects and a term project.",156,7,"Math, Data & Computing",6.3642755,4.60841,p0291,p0679,p0674,p0677,p0295
p0683,Part 10: Majors and Courses,Courses with Course Subject: Computer Science (COMPSCI),Prerequisite(s): COMPSCI 201,Part 10: Majors and Courses,248,"COMPSCI 311 Computer Network Architecture (4 credits) Introduces students to the fundamentals of computer networks. Focuses on layered architecture of the network protocol stack. Case studies will be drawn from the internet, combined with practical programming exercises. Concepts include the internet architec ture, HTTP, DNS, P2P, sockets, TCP/IP, BGP, routing protocols, and wireless/mobile networking and their applications such as how to achieve reliable/secure communications over unreliable/insecure channels, how to find a good path through a network, how to share network resources among competing entities, how to find an object in the network, and how to build network applications.","COMPSCI 311 Computer Network Architecture (4 credits) Introduces students to the fundamentals of computer networks. Focuses on layered architecture of the network protocol stack. Case studies will be drawn from the internet, combined with practical programming exercises. Concepts include the internet architec ture, HTTP, DNS, P2P, sockets, TCP/IP, BGP, routing protocols, and wireless/mobile networking and their applications such as how to achieve reliable/secure communications over unreliable/insecure channels, how to find a good path through a network, how to share network resources among competing entities, how to find an object in the network, and how to build network applications.",98,7,"Math, Data & Computing",6.425207,4.6291575,p0291,p0677,p0682,p0674,p0322
p0684,Part 10: Majors and Courses,Courses with Course Subject: Computer Science (COMPSCI),Prerequisite(s): COMPSCI 205,Part 10: Majors and Courses,249,"COMPSCI 320 Software Reliability (4 credits) Topics to be covered: software reliability growth models, software failure data analytics, classical software fault tolerance techniques based on design diversity, novel software fault tolerance techniques based on environmental diversity, classification of software faults, software aging and rejuvenation, and software safety, security and survivability. Statistical methods used in this context, methods of predicting software availability during operation, prediction of time to failure and optimal times to rejuvenate will be discussed. Practical application of these ideas will also be presented via case studies of SDN open source software ONOS and ODL, NASA Satellite on-board software, Apache Webserver and Android operating system. Prerequisite(s): COMPSCI 101 or 201 COMPSCI 401 Cloud Computing (4 credits) This course covers cloud infrastructures, virtualization, distributed file system, software defined networks and storage, cloud storage, and programming models such as MapReduce and Spark.","COMPSCI 320 Software Reliability (4 credits) Topics to be covered: software reliability growth models, software failure data analytics, classical software fault tolerance techniques based on design diversity, novel software fault tolerance techniques based on environmental diversity, classification of software faults, software aging and rejuvenation, and software safety, security and survivability. Statistical methods used in this context, methods of predicting software availability during operation, prediction of time to failure and optimal times to rejuvenate will be discussed. Practical application of these ideas will also be presented via case studies of SDN open source software ONOS and ODL, NASA Satellite on-board software, Apache Webserver and Android operating system. Prerequisite(s): COMPSCI 101 or 201 COMPSCI 401 Cloud Computing (4 credits) This course covers cloud infrastructures, virtualization, distributed file system, software defined networks and storage, cloud storage, and programming models such as MapReduce and Spark.",141,7,"Math, Data & Computing",6.446725,4.5571275,p0682,p0291,p0683,p0325,p0679
